Unnamed: 0,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU),Star Radius (AU),Star Age (Gyr)
1292,HD 190984 b,b,HD 190984,84.95778996502747,0.57,64.0,13.0,2.85,155.4956674457528,6.263519953468334e-13,72.19445512409757,3.184,0.91,5988.0,0.43,1.53,4.0,-0.48,148.187,6.71978,45.4809756,<a refstr=SANTOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..47S/abstract target=ref> Santos et al. 2010 </a>,Radial Velocity,2009,2010-03,1,0,0,0,302.8779827,-64.6202728,331.57931,-32.85802,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,0.989,-0.976,0.0444141,-0.0444141,5.5,0.0074176389,12.658916033352472
1293,HD 204313 c,c,HD 204313,0.60004654428249,0.059,86.90317161570154,4.31,1.18,659.1896480620096,1.397553729674181e-12,14.452579791364968,3.184,1.03,5776.0,0.0998054224304458,1.1337168,3.38,0.18,47.7945,20.8943,273.8814392,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,Radial Velocity,2015,2016-01,1,1,0,0,322.0510568,-21.7274194,28.02639,-43.7286,0.27,-0.213,0.0,0.13,-0.13,0.0,0.0172416,-0.0139875,0.0,2.58,-2.58,0.0,0.1455,-0.1446,0.0630209,-0.0630209,0.211,0.005496406429584,9.28767346747378
1294,KOI-217 b,b,KOI-217,0.0671576721904001,0.0,89.8,12.442,2.61,1159.21426575718,272.033,209.30687398593835,2.85516,0.95,5545.0,-0.168718232350309,0.86,1.7,0.12,914.699,1.06473,2.5768478,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,Transit,2010,2010-12,0,0,0,0,294.8654667,46.2858128,79.29221,11.6333,0.224,-0.224,0.0,0.05,-0.05,0.0,0.02,-0.05,0.0,0.914,-0.49,0.0,17.1675,-17.1675,0.0203573,-0.0203573,0.0477,0.0041693918,11.368181186539106
1295,TOI-3688 A b,b,TOI-3688 A,0.0558517144976971,0.0,87.9,13.081,0.76,1564.1498273069155,5.761526624186779e-14,101.25003609467451,3.482,1.2,5950.0,0.283,1.3,3.3,0.262,396.378,2.49471,22.0086006,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Transit,2023,2023-03,0,0,0,0,39.2823371,54.8512152,137.83209,-4.93371,0.538,-0.493,0.0,0.07,-0.08,0.0,0.04,-0.04,0.0,2.2,-1.7,0.0,6.03,-5.855,0.0375295,-0.0375295,0.0456,0.006302569,6.33938145260609
1296,LHS 1478 b,b,LHS 1478,0.0322201232839385,0.0,87.452,1.242,6.67,612.2606132764072,23.3722044042806,24.681024,0.705,0.24,3381.0,-2.146,0.25,4.0,-0.13,18.2276,54.8329,798.2974712,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,Transit,2021,2021-05,0,0,0,0,44.3388743,76.5514045,130.17165,15.4832,0.051,-0.049,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,0.011,-0.011,0.0328048,-0.0328048,0.01848,0.0012120325,354.3821965832144
1297,Kepler-762 b,b,Kepler-762,0.0668032074046279,0.0,89.64,12.68,2.61,1369.7438190682235,2.8242637826317216e-15,137.84499314128942,3.8277,1.06,5944.0,0.318160622732648,1.08,3.8,0.02,1898.26,0.4976,2.0381532,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,291.2756631,47.3295107,79.14986,14.29888,2.64,-1.26,0.0,0.07,-0.06,0.0,0.23,-0.11,0.0,2.18,-2.04,0.0,118.01,-105.22,0.0302621,-0.0302621,0.0493,0.0052359804,8.64440959734126
1298,Kepler-548 b,b,Kepler-548,0.0717540125916037,0.0,88.16,11.99,2.61,1162.0061082191592,237.035,177.48160493827163,2.3198,0.93,5535.0,-0.201197481612015,0.9,4.37,0.0,751.776,1.3018,15.102786,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,299.9059167,45.4396103,80.26885,8.15389,2.19,-1.1,0.0,0.09,-0.07,0.0,0.16,-0.08,0.0,5.08,-2.66,0.0,13.0105,-13.0105,0.0228393,-0.0228393,0.0495,0.004363317,11.98926690635247
1299,TOI-1994 b,b,TOI-1994,0.0699220428210701,0.341,85.5,13.675,15.0,2322.1835081654144,1.4715187745282526e-13,35.3507797731569,4.044,1.86,7700.0,1.223,2.3,0.94,-0.01,515.603,1.9114,13.6585266,<a refstr=PAGE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..109P/abstract target=ref>Page et al. 2024</a>,Transit,2024,2024-03,0,0,0,0,147.1745753,-51.756564,276.63257,1.53233,0.919,-0.796,0.0,0.18,-0.17,0.0,0.13,-0.12,0.0,0.33,-0.31,0.0,9.199,-8.889,0.0337511,-0.0337511,0.0613,0.0111506989999999,2.119422982734323
1300,Kepler-450 b,b,Kepler-450,0.5124686888322268,0.02,88.82,6.14,0.461,875.2590665352243,8.522844957937826e-14,14.01680547293278,8.1223,1.19,6197.21,0.554,1.64,3.02,0.128,455.982,2.16449,7.8544154,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,Transit,2015,2015-08,0,0,0,0,295.4865821,51.0135237,83.79725,13.4167,0.33,-0.33,0.0,0.2,-0.14,0.0,0.08,-0.11,0.0,0.4,-0.48,0.0,5.189,-5.074,0.0244916,-0.0244916,0.1993,0.0079509332,6.473402281111584
1301,KMT-2021-BLG-0909L b,b,KMT-2021-BLG-0909L,23.596367045772617,0.0,86.90317161570154,13.7,0.856,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.38,5551.0,-0.0712,0.95,4.0,0.02,6480.0,2.713985,18.7319359,<a refstr=RYU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...83R/abstract target=ref>Ryu et al. 2023</a>,Microlensing,2023,2023-03,0,0,0,0,265.6202083,-27.6391389,0.74299,1.26803,0.27,-0.213,0.0,0.3,-0.2,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1000.0,-1380.0,0.0301566,-0.0301566,1.75,0.0046057235,112.34170438418458
1302,TOI-712 d,d,TOI-712,1.461147679458065,0.073,89.817,2.474,2.42,319.21325367615987,1.6,13.634831811093784,5.702,0.73,4622.0,-0.728,0.67,0.83,-0.02,58.6212,17.0297,31.1412951,<a refstr=VACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...71V/abstract target=ref>Vach et al. 2022</a>,Transit,2022,2022-08,0,0,0,0,92.9361063,-65.8258386,275.57855,-28.60732,0.09,-0.082,0.0,0.03,-0.03,0.0,0.02,-0.02,0.0,0.25,-0.28,0.0,0.0797,-0.0795,0.0229936,-0.0229936,0.3405,0.0032482471,21.96306008559403
1303,Kepler-686 b,b,Kepler-686,0.0268562580065881,0.0,85.25,12.15,2.61,1660.8398853132348,1.5528840331507209e-15,174.41221644612477,1.9561,0.94,5649.0,0.107916819104198,0.92,4.47,-0.07,1490.94,0.642082,4.2326462,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,285.213819,39.027466,69.46155,14.99461,1.97,-1.01,0.0,0.06,-0.06,0.0,0.15,-0.08,0.0,4.47,-2.74,0.0,67.81,-62.26,0.0290264,-0.0290264,0.0258,0.0044602796,11.672943031448549
1304,Kepler-1517 b,b,Kepler-1517,0.1088913115961438,0.0,83.88,9.76,0.406,1725.679550977672,3.915174966263661e-14,25.051308349769887,2.3929,1.58,7010.0,0.878727749306249,1.95,1.38,0.01,847.299,1.15156,0.9243924,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,287.8072115,43.1888008,74.2159,14.83951,2.79,-1.93,0.0,0.18,-0.15,0.0,0.53,-0.37,0.0,0.26,-0.19,0.0,14.504,-14.033,0.0197213,-0.0197213,0.078,0.0094538535,3.186818154845898
1305,Qatar-3 b,b,Qatar-3,0.0431107382624442,0.0,86.8,12.285,4.0,1713.615778188566,1.649262570767958e-14,93.57134664269329,3.1104,1.15,6007.0,0.279,1.27,0.31,-0.041,735.601,1.33157,11.4994338,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,Transit,2017,2017-04,0,0,0,0,359.1519716,36.2129562,110.71755,-25.35493,1.569,-1.569,0.0,0.06,-0.06,0.0,0.14,-0.14,0.0,0.001,-0.001,0.0,33.463,-30.723,0.0588221,-0.0588221,0.03783,0.0061571251,7.051076054747175
1306,KELT-4 A b,b,KELT-4 A,0.0514472681080064,0.0,83.16,19.044,0.228,1860.17099701763,3.5992484113266374e-13,141.66950624999998,3.46272,1.2,6206.0,0.535,1.6,4.44,-0.116,218.05,4.55767,18.6442754,<a refstr=EASTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...45E/abstract target=ref>Eastman et al. 2016</a>,Transit,2016,2016-02,1,0,0,0,157.06262,25.5731366,207.45808,57.99257,0.516,-0.504,0.0,0.07,-0.06,0.0,0.04,-0.04,0.0,0.78,-0.89,0.0,2.106,-2.067,0.0435521,-0.0435521,0.04317,0.007757008,6.33938145260609
1307,MASCARA-4 b,b,MASCARA-4,0.0483957952774364,0.0,88.5,17.15,1.07,2454.530418460716,1.1933094429116508e-12,79.78583441840277,3.96,1.75,7800.0,1.087,1.92,0.8,0.0,170.696,5.8297,16.5441448,<a refstr=DORVAL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A..60D/abstract target=ref>Dorval et al. 2020</a>,Transit,2020,2020-03,0,0,0,0,147.5800667,-66.1139253,285.97627,-9.40158,0.785,-0.448,0.0,0.05,-0.05,0.0,0.11,-0.11,0.0,2.2,-1.9,0.0,0.938,-0.928,0.0317796,-0.0317796,0.047,0.0093084096,2.468339415570464
1308,HATS-70 b,b,HATS-70,0.0325978252285237,0.18,86.7,15.513,6.64,2808.997305028618,1.6217439812347702e-14,68.08883233363515,3.624,1.78,7930.0,1.079,1.88,0.81,0.041,1458.83,0.657918,3.4365539,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...31Z/abstract target=ref>Zhou et al. 2019</a>,Transit,2019,2019-01,0,0,0,0,109.1045212,-31.2443947,243.60243,-8.84384,0.886,-0.829,0.0,0.12,-0.12,0.0,0.06,-0.07,0.0,0.5,-0.33,0.0,68.6,-62.81,0.0305828,-0.0305828,0.03632,0.0091144844,2.36564729515169
1309,HD 204313 e,e,HD 204313,126.06875694179362,0.253,176.092,12.2,14.7,110.71138951000636,1.397553729674181e-12,115.80051658565372,3.184,1.03,5767.0,0.0998054224304458,1.1337168,3.38,0.18,47.7945,20.8943,273.8814392,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,Radial Velocity,2022,2022-09,1,1,0,0,322.0510568,-21.7274194,28.02639,-43.7286,0.27,-0.213,0.0,0.13,-0.13,0.0,0.0172416,-0.0139875,0.0,2.58,-2.58,0.0,0.1455,-0.1446,0.0630209,-0.0630209,7.457,0.005496406429584,9.28767346747378
1310,HD 73267 b,b,HD 73267,21.68220752360541,0.261,130.843,13.0,3.31,169.3737150356505,1.1744270715967736e-11,204.53090413551803,3.184,0.93,5387.0,-0.106,0.909,8.14,0.03,50.4093,19.8087,162.7198154,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,Radial Velocity,2008,2009-03,1,1,0,0,129.0735123,-34.4594469,255.08557,3.79235,0.27,-0.213,0.0,0.12,-0.12,0.0,0.033,-0.033,0.0,3.505,-3.505,0.0,0.0729,-0.0726,0.0284158,-0.0284158,2.229,0.00440695017,11.98926690635247
1311,HD 73267 c,c,HD 73267,294.46124843302374,0.089,91.849,12.8,4.27,71.91402811561602,1.1744270715967736e-11,178.7040110645322,3.184,0.93,5317.0,-0.175051869103273,0.9575089,8.14,0.03,50.4093,19.8087,162.7198154,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,Radial Velocity,2022,2022-09,1,1,0,0,129.0735123,-34.4594469,255.08557,3.79235,0.27,-0.213,0.0,0.12,-0.12,0.0,0.0244878,-0.0281779,0.0,3.505,-3.505,0.0,0.0729,-0.0726,0.0284158,-0.0284158,12.688,0.004642127623357,11.98926690635247
1312,OGLE-2017-BLG-0640L b,b,OGLE-2017-BLG-0640L,13.519547506669522,0.0,86.90317161570154,13.5,1.15,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.32,5551.0,-0.0712,0.95,4.0,0.02,6630.0,2.713985,18.7319359,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>,Microlensing,2024,2024-03,0,0,0,0,267.465125,-29.4615,0.02901,-1.06373,0.27,-0.213,0.0,0.32,-0.18,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1090.0,-1450.0,0.0301566,-0.0301566,1.14,0.0046057235,172.63349150062194
1313,OGLE-2017-BLG-1275L b,b,OGLE-2017-BLG-1275L,23.918229174430717,0.0,86.90317161570154,12.8,4.91,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.63,5551.0,-0.0712,0.95,4.0,0.02,7690.0,2.713985,18.7319359,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>,Microlensing,2024,2024-03,0,0,0,0,267.9154167,-29.4979694,0.19829,-1.41918,0.27,-0.213,0.0,0.23,-0.23,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,900.0,-900.0,0.0301566,-0.0301566,2.09,0.0046057235,31.743048039743616
1314,HD 76920 b,b,HD 76920,7.160065483605901,0.8782,86.90317161570154,13.1,2.43,634.5133992353669,1.3883711620248792e-12,2.47316213400126,3.184,1.0,4664.0,1.47,8.33,5.2,-0.19,184.031,5.40517,35.9577868,<a refstr=BERGMANN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASA...38...19B/abstract target=ref>Bergmann et al. 2021</a>,Radial Velocity,2017,2017-12,1,0,0,0,133.820353,-67.2653621,282.9518,-14.09976,0.27,-0.213,0.0,0.2,-0.2,0.0,0.56,-0.56,0.0,1.4,-1.4,0.0,1.027,-1.017,0.0299536,-0.0299536,1.091,0.0403849229,10.0
1315,WASP-162 b,b,WASP-162,0.1657086954130643,0.434,89.3,11.209,6.9,931.5376489597144,1.7995012512126812e-14,101.97360685009332,4.2576,0.95,5300.0,0.0543573813084252,1.11,12.97,0.28,310.841,3.1888,9.8091765,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit,2018,2019-01,0,0,0,0,168.2929079,-17.6577794,272.1532,39.26999,0.56,-0.56,0.0,0.04,-0.04,0.0,0.05,-0.05,0.0,2.35,-2.35,0.0,4.122,-4.017,0.0417941,-0.0417941,0.0871,0.0053814243,11.368181186539106
1316,TOI-169 b,b,TOI-169,0.0387600918733283,0.0,80.98,12.173,0.76,1751.5654169835502,4.8653166028212895e-14,89.04628868457425,1.7064,1.15,5880.0,0.253,1.29,4.7,0.24,407.84,2.42328,25.5462892,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,Transit,2020,2020-07,0,0,0,0,16.7786879,-75.1989452,301.58794,-41.88837,0.908,-0.538,0.0,0.07,-0.07,0.0,0.02,-0.02,0.0,2.7,-2.0,0.0,4.237,-4.152,0.0250281,-0.0250281,0.03524,0.0062540877,7.051076054747175
1317,HATS-10 b,b,HATS-10,0.0570161788860429,0.501,87.79,10.862,0.7,1432.762716182189,1.3080632668792411e-14,97.50664793388428,3.0072,1.1,5880.0,0.117,1.1,3.3,0.15,534.889,1.84118,5.8870978,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,Transit,2015,2015-07,0,0,0,0,294.3068385,-22.2044872,17.37913,-19.62467,0.684,-0.504,0.0,0.05,-0.05,0.0,0.06,-0.04,0.0,1.7,-1.7,0.0,7.724,-7.512,0.0264191,-0.0264191,0.04491,0.005332943,7.879856109467703
1318,WASP-180 A b,b,WASP-180 A,0.0579522161234255,0.0,88.1,13.899,0.61,1617.964274984154,1.563575139838874e-13,136.4184739778264,3.1176,1.3,6600.0,0.315329550842513,1.19,1.2,0.1,253.985,3.90929,14.4049746,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,Transit,2019,2019-12,0,0,0,0,123.3922465,-1.9827874,224.44468,17.22912,0.448,-0.448,0.0,0.1,-0.1,0.0,0.06,-0.06,0.0,1.0,-1.0,0.0,3.404,-3.316,0.0516814,-0.0516814,0.048,0.0057692746999999,5.189692421935083
1319,WASP-10 b,b,WASP-10,0.0533407665676931,0.0473,88.49,12.106,4.14,990.3744483921062,174.031028615316,299.09231836734693,2.2271,0.75,4675.0,-0.640289134434426,0.7,7.0,0.05,140.998,7.06364,35.6238642,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,Transit,2008,2009-02,23,2,0,0,348.9930457,31.4627508,100.112,-27.14412,0.224,-0.224,0.0,0.04,-0.05,0.0,0.01,-0.05,0.0,6.0,-3.0,0.0,0.75,-0.742,0.0372441,-0.0372441,0.03781,0.003393691,20.528009571186693
1320,TOI-1789 b,b,TOI-1789,0.0551554023864655,0.0,78.41,16.141,0.28,1966.538392394325,4.486658139914744e-13,55.32754592367643,2.3,1.51,5991.0,0.736,2.17,2.73,0.373,229.067,4.33716,40.3456388,<a refstr=KHANDELWAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3339K/abstract target=ref>Khandelwal et al. 2022</a>,Transit,2021,2022-01,0,0,0,0,142.743406,26.5399951,201.71923,45.58561,2.69,-1.569,0.0,0.06,-0.14,0.0,0.04,-0.03,0.0,1.3,-0.51,0.0,2.388,-2.34,0.0447081,-0.0447081,0.04882,0.0105204421,3.569091087106528
1321,KELT-14 b,b,KELT-14,0.029392446764995,0.0,78.3,19.537,0.322,2002.938963833545,1.4252478523627598e-13,165.20705029432133,2.18808,1.24,5720.0,0.278753600952829,1.52,5.11,0.32,250.121,3.96931,11.438099,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,Transit,2016,2016-06,0,0,0,0,108.301409,-42.4097623,253.62974,-14.19423,0.527,-0.527,0.0,0.04,-0.04,0.0,0.03,-0.03,0.0,0.8,-0.8,0.0,1.549,-1.529,0.0244129,-0.0244129,0.03005,0.0073691576,5.840442963929985
1322,HAT-P-26 b,b,HAT-P-26,0.0622406510972868,0.12,88.6,7.062,0.4,1065.7177837119973,185.074308836855,65.8896076099881,2.4552,1.12,5079.0,-0.359278723803031,0.87,9.0,-0.04,141.837,7.02213,147.8161704,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Transit,2010,2011-02,0,1,0,0,213.1565508,4.0594175,346.51303,59.87255,0.448,-0.448,0.0,0.36,-0.36,0.0,0.05,-0.05,0.0,3.0,-4.9,0.0,1.152,-1.133,0.0563674,-0.0563674,0.0479,0.0042178731,7.532774095368845
1323,Kepler-18 c,c,Kepler-18,0.1315590601089146,0.0,87.68,5.49,0.59,1011.0494776676056,126.081,24.462381300219132,3.4872,0.97,5345.0,-0.031,1.11,10.0,0.19,433.047,2.28043,20.3637784,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,Transit,2011,2011-11,0,0,0,0,298.0794448,44.746248,79.0074,8.92007,0.26,-0.26,0.0,0.04,-0.04,0.0,0.05,-0.05,0.0,2.3,-2.3,0.0,3.204,-3.158,0.0168358,-0.0168358,0.0752,0.0053814243,10.791222926279298
1324,HAT-P-17 b,b,HAT-P-17,0.1654112900558184,0.35,89.2,11.769,0.64,811.1959066394035,65.6836,182.99558858501783,4.056,0.99,5246.0,-0.288934994290738,0.87,7.8,0.0,92.3831,10.796,150.2840947,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Transit,2010,2012-04,0,0,0,0,324.5359781,30.4881882,80.8515,-16.17689,0.448,-0.448,0.0,0.15,-0.15,0.0,0.04,-0.04,0.0,3.3,-3.3,0.0,0.4851,-0.4802,0.0561255,-0.0561255,0.0882,0.0042178731,10.254441539222652
1325,KELT-8 b,b,KELT-8,0.0677570444523799,0.04,82.65,18.159,0.167,1604.7697069577976,2.1701505550274003e-13,154.6956656971289,3.6774272145435,0.81,5754.0,0.264831984555227,1.46,5.4,0.27,197.572,5.03267,34.4369719,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Transit,2015,2015-09,0,0,0,0,283.3054489,24.1272483,54.84095,10.37371,1.121,-1.121,0.0,0.21,-0.21,0.0,0.08,-0.08,0.0,0.4,-0.5,0.0,1.005,-0.995,0.0254286,-0.0254286,0.0455,0.0070782698,16.935087808430286
1326,TOI-2095 b,b,TOI-2095,0.3040434072485938,0.0,89.67,1.25,2.61,386.2870131796479,3.43,8.070764462809917,2.7644951091684,0.44,3759.0,-1.459,0.44,1.0,-0.24,41.9176,23.8274,204.5538405,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,Transit,2023,2023-04,0,0,0,0,285.6365235,75.4185135,106.75582,25.49556,0.07,-0.07,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,2.2,-1.9,-1.0,0.05,-0.05,0.0282397,-0.0282397,0.101,0.0021331772,77.86966543847201
1327,TOI-1728 b,b,TOI-1728,0.0602543389443418,0.057,88.31,5.05,1.14,780.3019076041924,57.78,66.3436524453694,1.96,0.65,3980.0,-1.056,0.62,7.1,0.25,60.798,16.4191,116.7591691,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>,Transit,2020,2020-08,0,0,0,0,120.6116787,64.7971531,151.4597,31.87904,0.16,-0.17,0.0,0.02,-0.02,0.0,0.01,-0.01,0.0,4.6,-4.6,0.0,0.13635,-0.13635,0.0366164,-0.0366164,0.0391,0.0030058406,29.35733363058188
1328,HATS-31 b,b,HATS-31,0.0582666236295135,0.233,85.0,18.383,0.243,1863.0922536145536,3.3052790215370486e-14,96.63836226371927,4.5936,1.27,6050.0,0.619,1.87,4.3,0.0,773.974,1.26369,2.5021229,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,Transit,2016,2016-12,0,0,0,0,191.7028214,-24.4273897,301.5875,38.43228,2.466,-2.466,0.0,0.1,-0.1,0.0,0.18,-0.18,0.0,1.1,-1.1,0.0,20.317,-19.321,0.0328223,-0.0328223,0.0478,0.0090660031,5.501621361622629
1329,Kepler-447 b,b,Kepler-447,0.1339890716381133,0.123,86.55,18.49,0.4,999.3398576938068,119.039,310.09532879818585,1.135,1.0,5493.0,-0.190069307238516,1.05,2.69,0.07,268.041,3.70206,24.1721761,<a refstr=LILLO_BOX_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.105L/abstract target=ref>Lillo-Box et al. 2015</a>,Transit,2015,2015-05,0,0,0,0,285.2685283,48.5598835,78.72698,18.48573,6.61,-6.28,0.0,0.21,-0.21,0.0,0.19,-0.19,0.0,2.02,-1.16,0.0,1.848,-1.823,0.0253585,-0.0253585,0.0769,0.0050905365,10.0
1330,HATS-55 b,b,HATS-55,0.0722147525139899,0.092,86.32,14.022,0.587,1397.9888487361468,1.9695941198941932e-14,153.97954734121703,2.78376,1.2,6214.0,0.229,1.13,0.4,0.108,609.838,1.61104,6.3053656,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,Transit,2019,2019-08,0,0,0,0,114.2833819,-32.7554188,247.00209,-5.65081,0.291,-0.291,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,0.29,-0.13,0.0,6.099,-5.982,0.0161191,-0.0161191,0.05412,0.0054783868999999,6.33938145260609
1331,HAT-P-52 b,b,HAT-P-52,0.0472857412802446,0.047,87.02,11.31,0.98,1239.9971955495978,227.759,161.48983714177504,2.4072,0.89,5131.0,-0.305,0.89,9.4,0.28,361.155,2.74033,31.2235632,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,Transit,2015,2015-12,0,0,0,0,42.7217412,29.0222492,152.17845,-26.98024,0.807,-0.807,0.0,0.03,-0.03,0.0,0.05,-0.05,0.0,4.1,-4.1,0.0,4.2875,-4.2875,0.0326217,-0.0326217,0.03694,0.0043148357,13.382121954378992
