Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Star Age (Gyr)
Kepler-11 c,c,Kepler-11,0.2244501595039504,0.026,89.59,2.87,0.66,877.5658931761305,9.203397452363607e-15,7.330811676753294,4.544,0.96,5663.0,0.120201001703733,1.06,8.5,0.04,646.346,1.51841,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,Transit,2010,2011-02,0,0,0,0,297.1150949,41.9091092,76.1613,8.13328,0.05,-0.06,0.0,0.0,0.02,-0.02,0.0,1.1,-1.4,0.0,11.07444364322545
Kepler-11 f,f,Kepler-11,0.801593643851165,0.013,89.47,2.49,0.69,574.1186043481403,9.203397452363607e-15,5.518066927732289,6.431,0.96,5663.0,0.120201001703733,1.06,8.5,0.04,646.346,1.51841,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,Transit,2010,2011-02,0,0,0,0,297.1150949,41.9091092,76.1613,8.13328,0.04,-0.07,0.0,0.0,0.02,-0.02,0.0,1.1,-1.4,0.0,11.07444364322545
Kepler-11 g,g,Kepler-11,2.0399669288664337,0.15,89.87,3.33,4.0,420.5122641515397,9.203397452363607e-15,9.869081523673904,9.469,0.96,5663.0,0.120201001703733,1.06,8.5,0.04,646.346,1.51841,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,Transit,2010,2011-02,0,0,0,0,297.1150949,41.9091092,76.1613,8.13328,0.06,-0.08,0.0,0.0,0.02,-0.02,0.0,1.1,-1.4,0.0,11.07444364322545
Kepler-56 b,b,Kepler-56,0.1802530303858914,0.04,89.66,6.51,0.442,1528.5903674580718,3.4710843564873965e-14,2.368542829837533,14.522,1.32,4840.0,0.904546283477789,4.23,3.5,0.2,912.994,1.06729,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,Transit,2012,2013-01,0,0,0,0,293.7583002,41.871807,74.92557,10.31441,0.29,-0.28,0.0,0.0,0.15,-0.15,0.0,1.3,-1.3,0.0,4.995341366956434
KOI-351 h,h,KOI-351,5.821988000688072,0.0,89.6,11.3,0.9118286725,326.2914139705351,1.1937502410504859e-14,88.67361111111113,14.737,1.2,6080.0,0.268531404406849,1.2,0.53,-0.12,848.254,1.15007,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Transit,2013,2014-01,0,0,0,0,284.4334642,49.3051239,79.26947,19.25567,1.0,-1.0,0.0,0.0,0.1,-0.1,0.0,0.88,-0.88,0.0,6.33938145260609
KOI-351 g,g,KOI-351,3.431442835891968,0.0,89.8,8.1,0.2721282788,389.1680322467621,1.1937502410504859e-14,45.5625,12.593,1.2,6080.0,0.268531404406849,1.2,0.53,-0.12,848.254,1.15007,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Transit,2013,2014-01,0,0,0,0,284.4334642,49.3051239,79.26947,19.25567,0.8,-0.8,0.0,0.0,0.1,-0.1,0.0,0.88,-0.88,0.0,6.33938145260609
KOI-351 f,f,KOI-351,1.9074409470328515,0.0,89.77,2.88,1.99,473.3100369102688,1.1937502410504859e-14,5.76,10.94,1.2,6080.0,0.268531404406849,1.2,0.53,-0.12,848.254,1.15007,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Transit,2013,2014-01,0,0,0,0,284.4334642,49.3051239,79.26947,19.25567,0.52,-0.52,0.0,0.0,0.1,-0.1,0.0,0.88,-0.88,0.0,6.33938145260609
Kepler-92 c,c,Kepler-92,0.4746575280510253,0.04,89.92,2.6,4.747124826,865.4282006881614,7.814557155131138e-14,2.3391003460207616,8.5096,1.21,5883.0,0.558181458771284,1.7,5.2,0.138129,477.992,2.06347,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Transit,2013,2014-02,0,0,0,0,289.0860607,41.5630224,73.08205,13.31439,0.08,-0.08,0.0,0.0,0.05,-0.05,0.0,1.1,-1.1,0.0,6.209213230591553
Kepler-314 c,c,Kepler-314,0.1022426817142325,0.0,85.57,2.9,1.97,1020.1516681302146,149.977,9.318559556786704,2.765,0.99,5378.0,-0.225694174603437,0.95,2.4,0.322043,268.881,3.69041,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,294.6741507,42.0756037,75.42939,9.80545,0.43,-0.43,0.0,0.0,0.14,-0.14,0.0,1.78,-1.02,0.0,10.254441539222652
Kepler-334 c,c,Kepler-334,0.2175354732691325,0.0,89.97,1.43,4.94,907.3851628661338,9.766391444219808e-15,1.78609485544589,4.088,1.022,5828.0,0.0555629437465055,1.07,1.6,-0.012,426.59,2.31555,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,287.1406177,47.1151153,77.79017,16.79191,0.26,-0.26,0.0,0.0,0.19,-0.19,0.0,1.7,-1.7,0.0,9.47049677459074
Kepler-104 c,c,Kepler-104,0.4157577588502798,0.0,87.95,3.13,2.994854736,835.2287970064305,1.7775180473520534e-14,5.375528120713305,5.872,0.818,5711.0,0.0892620209403365,1.35,12.9,-0.38,400.785,2.46657,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,287.6046621,42.1665104,73.18543,14.56786,0.55,-0.55,0.0,0.0,0.22,-0.22,0.0,1.8,-1.8,0.0,16.52405914624369
Kepler-104 d,d,Kepler-104,0.905113206064401,0.0,89.14,3.58,1.668540816,644.443152179101,1.7775180473520534e-14,7.032318244170097,7.465,0.818,5711.0,0.0892620209403365,1.35,12.9,-0.38,400.785,2.46657,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,287.6046621,42.1665104,73.18543,14.56786,0.61,-0.61,0.0,0.0,0.22,-0.22,0.0,1.8,-1.8,0.0,16.52405914624369
Kepler-126 d,d,Kepler-126,1.7898927509657772,0.02,89.5,2.5,18.39887756,535.2017974603306,2.565321497288402e-13,3.379108996539792,10.841,1.108,6239.0,0.451998160014396,1.36,3.39,-0.07,237.401,4.18363,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,289.3473634,44.2084445,75.64407,14.23267,0.05,-0.05,0.0,0.0,0.02,-0.02,0.0,0.77,-0.52,0.0,7.738389741172119
Kepler-134 b,b,Kepler-134,0.0944447448791839,0.0,85.86,2.0,3.2,1306.340862408215,1.7267829554869654e-14,2.872737719046252,2.901,0.956,5983.0,0.0605104868492345,1.18,3.55,-0.206727,334.797,2.95812,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,284.7391156,49.5984448,79.63268,19.16689,0.39,-0.39,0.0,0.0,0.23,-0.23,0.0,1.76,-1.72,0.0,11.190648876524536
Kepler-139 c,c,Kepler-139,2.714669177512431,0.0,90.0,3.38,8.702677487,410.22059546262415,3.343259436895924e-15,6.759999999999998,8.517,1.078,5594.0,0.0159822449853163,1.3,5.1,0.28,391.038,2.52874,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,282.3919451,43.8894167,73.37771,18.74477,0.69,-0.69,0.0,0.0,0.25,-0.25,0.0,1.7,-1.7,0.0,8.288064035489468
Kepler-220 c,c,Kepler-220,0.1541830003416806,0.0,88.12,1.57,4.39,677.1288009486433,37.321,5.490977946090442,1.486,0.729,4632.0,-0.675938247067752,0.67,6.0,-0.173823,171.109,5.81537,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.5060432,46.8956262,78.81162,13.97444,0.09,-0.09,0.0,0.0,0.03,-0.03,0.0,4.0,-4.0,0.0,22.03845672822592
Kepler-197 b,b,Kepler-197,0.0997507874968034,0.02,79.07,1.02,5.39,1277.162623250232,6.49429855071393e-14,0.8294005102040816,3.681,0.857,6004.0,0.221871766613952,1.12,5.37,-0.441007,330.575,2.99628,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,295.2264739,50.5592348,83.30414,13.35928,0.04,-0.04,0.0,0.0,0.03,-0.03,0.0,1.1,-0.94,0.0,14.707807775284197
Kepler-403 c,c,Kepler-403,0.8922980970580551,0.0,88.82,1.75,3.8,634.5078784955147,2.9177893141592854e-14,1.7313019390581714,5.373,1.299,6090.0,0.644051195446814,1.33,3.09,0.079,840.269,1.16154,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,289.9214256,46.7445267,78.20628,14.89907,0.32,-0.32,0.0,0.0,0.24,-0.24,0.0,0.51,-0.81,0.0,5.199686050042386
Kepler-130 d,d,Kepler-130,1.5106088565515343,0.8,89.16,1.64,4.15,501.5489680842484,6.325923620524147e-14,2.1063513196021617,1.824,0.927,5884.0,0.198311713034904,1.13,5.89,-0.199,316.663,3.12921,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,288.4505905,40.2452006,71.64555,13.20337,0.16,-0.16,0.0,0.0,0.03,-0.03,0.0,0.98,-0.9,0.0,12.086503012811075
Kepler-100 b,b,Kepler-100,0.1194029260877114,0.13,85.37,1.32,14.25,1295.1265347932592,1.417331253555428e-13,0.784829512184136,4.4276,1.08,5825.0,0.411234224832417,1.49,6.46,0.02,304.645,3.2537,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Transit,2014,2014-02,0,1,0,0,291.3861294,41.9901394,74.22764,11.94515,0.04,-0.04,0.0,0.0,0.04,-0.04,0.0,2.2,-1.9,0.0,8.249746644799178
Kepler-48 b,b,Kepler-48,0.0838576245782695,0.0,89.91,1.88,3.23,1038.9653675562836,173.12,4.462062870849639,2.7361,0.88,5194.0,-0.289258647483887,0.89,3.14,0.17,306.738,3.23132,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Transit,2012,2013-01,0,0,0,0,299.1393094,40.948939,76.08999,6.33882,0.1,-0.1,0.0,0.0,0.05,-0.05,0.0,2.2,-1.9,0.0,13.765542120067822
Kepler-100 c,c,Kepler-100,0.2221926251286592,0.02,87.4,2.2,1.721101863,1052.9489389215994,1.417331253555428e-13,2.1800819782892664,6.3728,1.08,5825.0,0.411234224832417,1.49,6.46,0.02,304.645,3.2537,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Transit,2014,2014-02,0,1,0,0,291.3861294,41.9901394,74.22764,11.94515,0.05,-0.05,0.0,0.0,0.04,-0.04,0.0,2.2,-1.9,0.0,8.249746644799178
Kepler-106 c,c,Kepler-106,0.2286142601251014,0.0,87.07,2.5,3.28,887.626687726788,1.3375376387249438e-14,5.778476331360946,3.1989,1.0,5858.0,0.082552727169853,1.04,4.83,-0.12,444.322,2.22233,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Transit,2014,2014-02,0,0,0,0,300.864006,44.3375497,79.67079,7.00333,0.32,-0.32,0.0,0.0,0.17,-0.17,0.0,2.2,-1.9,0.0,10.0
HD 260655 c,c,HD 260655,0.0980294993151223,0.038,87.79,1.533,4.7,569.9328757929397,16.1,12.138889462809916,0.98,0.44,3803.0,-1.44,0.44,5.0,-0.43,10.0055,99.9164,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,Transit,2022,2022-04,1,0,2,0,99.2915429,17.5662696,195.67069,4.86549,0.051,-0.046,0.0,0.0,0.0,-0.0,0.0,3.0,-3.0,0.0,77.86966543847201
Kepler-47 c,c,Kepler-47,6.067707468888812,0.044,90.192,4.65,0.17,274.0397614308125,1.1744270715967736e-11,24.4709144409235,3.184,0.96,5636.0,-0.076,0.94,4.0,-0.25,1025.02,0.947573,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,Transit,2012,2012-09,0,0,0,0,295.2978883,46.9204303,80.00709,11.66115,0.09,-0.07,0.0,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,11.07444364322545
HD 63433 b,b,HD 63433,0.1220003328940283,0.0,89.38,2.164,20.15,991.5546113542612,145.57127915085,5.532722117202268,3.2441716,0.99,5634.0,-0.117,0.92,1.5,0.079,22.4035,44.607,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Transit,2020,2020-10,1,0,0,0,117.4793699,27.3631342,193.28189,24.14746,0.058,-0.048,0.0,0.0,0.01,-0.01,0.0,1.6,-1.0,0.0,10.254441539222652
TOI-1246 e,e,TOI-1246,0.6501127094777195,0.0,89.3,3.514,1.83,516.9412047116314,11.0,16.695776095186584,3.5440768,0.89,5213.0,-0.301,0.86,6.3,0.168,169.422,5.87358,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Transit,2022,2022-04,0,0,0,0,251.1158702,70.4299917,102.34143,35.90788,0.269,-0.182,0.0,0.0,0.02,-0.02,0.0,3.6,-3.2,0.0,13.382121954378992
TOI-1422 b,b,TOI-1422,0.2252695356026486,0.04,89.52,3.96,0.795,883.6355619723678,6.379083486934102e-14,15.07266435986159,4.52,0.98,5840.0,0.048,1.02,5.1,-0.09,155.141,6.41693,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,Transit,2022,2022-07,0,0,0,0,354.240829,39.6392793,107.66141,-21.01388,0.13,-0.11,0.0,0.0,0.01,-0.01,0.0,3.9,-3.1,0.0,10.518039822492824
Kepler-16 b,b,Kepler-16,4.475629895376152,0.0069,90.032,8.449,0.964,210.4049108888435,1.1744270715967736e-11,168.96000236686388,3.184,0.69,4450.0,-0.903009215729804,0.65,3.8,-0.3,75.0852,13.2893,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,Transit,2011,2011-09,0,0,6,0,289.0758307,51.757229,82.78543,17.366,0.029,-0.029,0.0,0.0,0.0,-0.0,0.0,3.7,-3.7,0.0,25.28583345636825
HIP 113103 c,c,HIP 113103,0.2444853456188425,0.17,89.24,2.4,2.52,645.0226860939221,180.487,10.518626734842949,4.2336,0.76,4930.0,-0.576294672571933,0.74,0.47,-0.1,46.2122,21.6104,<a refstr=LOWSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2649L/abstract target=ref>Lowson et al. 2023</a>,Transit,2023,2023-09,0,0,0,0,343.5723794,-43.0102291,351.44971,-61.47915,0.1,-0.08,0.0,0.0,0.01,-0.01,0.0,0.17,-0.11,0.0,19.85939524502785
TOI-1694 b,b,TOI-1694,0.0650562725121338,0.0,88.17,5.342,1.13,1050.00095030357,195.288169585226,44.58900624999999,2.8696267,0.85,5058.0,-0.418,0.8,4.3,0.131,124.68,7.99182,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Transit,2023,2023-02,0,0,0,0,97.7487104,66.3605956,148.58523,22.70153,0.148,-0.119,0.0,0.0,0.01,-0.01,0.0,3.5,-2.6,0.0,15.012488430356829
Kepler-37 e,e,Kepler-37,0.8781018413800908,0.0,89.95,0.37,879.0,456.9187028891122,1.1744270715967736e-11,0.2308989711587114,8.99,0.8,5288.0,-0.321868925712369,0.77,10.0,-0.3,63.9207,15.6155,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,Transit Timing Variations,2014,2014-05,0,2,0,0,284.0592503,44.5183733,74.43727,17.84364,0.18,-0.18,0.0,0.0,0.0511945,-0.05,0.0,3.6,-3.6,0.0,17.469281074217104
Kepler-85 e,e,Kepler-85,0.4310894169891204,0.0,88.74,1.27,1.6,625.3926598674103,24.318,2.0362327988890288,4.083,0.92,5436.0,-0.212295099944824,0.89,4.37,0.0,765.025,1.27862,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,290.9734395,45.2902761,77.15239,13.63209,0.2,-0.2,0.0,0.0,0.13,-0.13,0.0,3.31,-2.43,0.0,12.317722947606022
Kepler-57 b,b,Kepler-57,0.0995766515697259,0.0162,88.9,3.135,4.46603,950.0077489090812,124.349,14.26654812019161,1.1816,0.86,5187.9,-0.342405726296583,0.83,0.6,0.116613,644.14,1.52386,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,Transit,2012,2013-01,0,0,0,0,293.6413146,44.6570692,77.41261,11.65774,0.09,-0.088,0.0,0.0,0.02,-0.02,0.0,3.8,-3.8,0.0,14.57987739365041
TOI-4515 b,b,TOI-4515,0.2613010029455294,0.461,87.954,12.17,1.941,722.1377650186009,42.298670551569,200.2554083288264,3.24,0.95,5433.0,-0.236,0.86,1.2,0.05,193.499,5.13958,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A.135C/abstract target=ref>Carleo et al. 2024</a>,Transit,2024,2024-02,0,0,0,0,21.1861778,21.5130638,133.1677,-40.69577,0.43,-0.43,0.0,0.0,0.03,-0.03,0.0,0.2,-0.2,0.0,11.368181186539106
HD 191939 e,e,HD 191939,1.8127126803723144,0.031,88.7,13.0,0.281,400.1568459620009,3.9,191.2630149388864,3.184,0.81,5348.0,-0.187,0.94,8.7,-0.15,53.6089,18.6247,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,Radial Velocity,2022,2022-02,1,0,0,0,302.0256247,66.8503014,99.98716,17.72195,0.27,-0.213,0.0,0.0,0.02,-0.02,0.0,2.2,-1.9,-1.0,16.935087808430286
TOI-2373 b,b,TOI-2373,0.2309352520980524,0.112,89.2,10.424,14.4,871.936321464493,6.304357423210762e-15,89.80146776859502,4.384,1.04,5651.0,0.051,1.1,5.9,0.3,508.686,1.93709,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,Transit,2023,2023-12,0,0,0,0,61.6862197,-16.7557546,210.47952,-43.82781,0.224,-0.224,0.0,0.0,0.02,-0.02,0.0,1.7,-1.7,0.0,9.066019560751853
TOI-1136 d,d,TOI-1136,0.2153111683552939,0.042,89.2,4.627,1.81,858.5617820574425,626.362,22.75388351578276,4.13139176931377,1.02,5770.0,-0.0268721464003014,0.97,0.7,0.07,84.5362,11.8003,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,Transit,2022,2022-10,0,0,0,0,192.1848981,64.8552755,123.40032,52.27052,0.077,-0.072,0.0,0.0,0.04,-0.04,0.0,0.15,-0.15,0.0,9.516989071286758
TOI-6029 b,b,TOI-6029,5.7987,0.091,86.90317161570154,14.392,0.958,1484.0,7.026045865300655e-14,37.8277565928848,5.684,1.55,6223.0,0.799,2.34,2.31,0.37,603.119,1.6299,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,Transit,2024,2024-08,0,0,0,0,8.3862555,61.8607659,120.82367,-0.93772,1.098,-1.098,0.0,0.0,0.03,-0.09,0.0,0.58,-0.19,0.0,3.343264636430796
WASP-31 b,b,WASP-31,0.0586664675952909,0.0,84.41,17.363,0.172,1607.1602433039109,7.289022276882836e-14,192.94321216,2.6472,1.16,6302.0,0.335717998281336,1.25,1.0,-0.2,383.829,2.57716,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,Transit,2010,2011-07,0,0,0,0,169.4388603,-19.0547781,274.22551,38.5392,0.56,-0.56,0.0,0.0,0.03,-0.03,0.0,3.0,-0.5,0.0,6.900094313951096
TOI-5076 b,b,TOI-5076,23.445,0.0,89.7,3.2,2.8,615.0,12.8373,16.831032215647603,5.2,0.8,5070.0,-0.489,0.78,9.0,0.2,82.857,12.0403,<a refstr=MONTALTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240518950M/abstract target=ref>Montalto et al. 2024</a>,Transit,2024,2024-05,0,0,0,0,50.5104166,17.2392094,166.7229,-32.53764,0.1,-0.1,0.0,0.0,0.01,-0.01,0.0,6.0,-6.0,0.0,17.469281074217104
OGLE-2023-BLG-0836L b,b,OGLE-2023-BLG-0836L,53.07051231468359,0.0,86.90317161570154,12.9,3.55,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.71,5551.0,-0.0712,0.95,4.0,0.02,5120.0,2.713985,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..16H/abstract target=ref>Han et al. 2024</a>,Microlensing,2024,2024-05,0,0,0,0,267.186875,-23.7415194,4.80749,2.09122,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,23.542583975279776
TOI-2447 b,b,TOI-2447,1.2654805313593795,0.17,86.90317161570154,9.606,0.774,481.3075807115332,7.047530118412306e-14,90.4570493088913,7.16,1.03,5730.0,0.0489061493205905,1.01,2.1,0.18,148.987,6.68318,<a refstr=GILL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240507367G/abstract target=ref>Gill et al. 2024</a>,Transit,2024,2024-05,0,0,0,0,70.9975864,-31.9066369,233.18657,-39.77864,0.135,-0.123,0.0,0.0,0.01,-0.01,0.0,1.0,-1.0,0.0,9.28767346747378
Kepler-522 b,b,Kepler-522,0.6523568032079651,0.0,85.76,6.91,0.636,876.7711735224088,5.1234720943103384e-14,12.17939495969799,10.3683,1.54,6392.0,0.654516622084454,1.98,1.7,0.41,639.239,1.53586,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,288.153973,44.0688154,75.15464,14.95975,1.5,-1.21,0.0,0.0,0.43,-0.35,0.0,0.23,-0.25,0.0,3.397803019165881
HD 13908 b,b,HD 13908,0.3343228762382986,0.02,86.90317161570154,13.9,0.562,1014.138615437354,3.0427758936544295e-12,69.27821004697192,3.184,1.29,6255.0,0.602,1.67,2.9,0.01,79.5515,12.5417,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,Radial Velocity,2013,2014-03,1,0,0,0,34.5609102,65.5941901,131.74451,4.2186,0.27,-0.213,0.0,0.0,0.1,-0.1,0.0,0.4,-0.4,0.0,5.2908533521160015
HD 159243 b,b,HD 159243,0.2166007144316961,0.02,86.90317161570154,13.7,0.767,961.942379930558,6.785814014438852e-13,149.625318877551,3.184,1.12,6123.0,0.114,1.12,1.25,0.05,73.3055,13.6128,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,Radial Velocity,2013,2014-03,1,0,0,0,263.3395365,5.7008254,29.07673,19.95,0.27,-0.213,0.0,0.0,0.05,-0.05,0.0,1.1,-1.1,0.0,7.532774095368845
nu Oct A b,b,nu Oct A,6.920411989293657,0.11,112.5,13.3,1.78,515.8714098423676,8.754023504118087e-11,5.240238060676443,3.184,1.61,4860.0,1.23,5.81,2.8,0.18,21.1999,47.17,<a refstr=RAMM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.2793R/abstract target=ref>Ramm et al. 2021</a>,Radial Velocity,2016,2016-08,1,0,0,0,325.3702792,-77.3910853,314.28748,-35.18844,0.27,-0.213,0.0,0.0,0.12,-0.12,0.0,0.2,-0.3,0.0,3.040432106165273
Kepler-244 c,c,Kepler-244,0.1649034725502274,0.0,87.68,2.05,3.1,829.2077894047809,81.574,6.566406249999997,1.373,0.956,5554.0,-0.256187275539808,0.8,0.5,0.16,1036.49,0.936665,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,287.242641,42.3014185,73.203,14.86746,0.87,-0.87,0.0,0.0,0.34,-0.34,0.0,4.1,-4.1,0.0,11.190648876524536
